,English,Hebrew
3998,"['(coarse slang) son of a bitch', 'son of a whore', '(slang) great', 'excellent']",בן זונה
3999,"['someone of mixed descent', 'half-breed', 'cross-breed']",בן תערבת
4000,"['contemporary', 'of the same generation']",בן-דורו
4001,"['ephemeral', 'temporary', 'transient']",בן-חלוף
4002,['hostage'],בן-ערבה
4003,['(literary) hostage'],בן-תערובות
4004,['internationalization'],בנאום
4005,['building (trade)'],בנאות
4006,['builder'],בנאי
4007,['to internationalize'],בנאם
4008,"['faithfully', 'devotedly', 'loyally']",בנאמנות
4009,['bong (device used for smoking cannabis)'],בנג
4010,['as opposed to'],בנגוד
4011,['Benghazi'],בנגזי
4012,['Bengal'],בנגל
4013,['Bangladesh'],בנגלדש
4014,['Bangladeshi (person)'],בנגלדשי
4015,['Bangladeshi'],בנגלדשי
4016,['Bengali (language)'],בנגלית
4017,['Bangkok'],בנגקוק
4018,['bandoneon'],בנדונאון
4019,"['bandit', 'robber', '(slang) little devil', 'term of endearment for naughty child']",בנדיט
4020,['Benedictine'],בנדיקטיני
4021,['bandanna'],בנדנה
4022,"['to build', 'to construct', 'to build up', 'to develop', '(geometry) to construct', '(colloquial) to rely', 'to depend']",בנה
4023,['to build castles in the air'],בנה מגדלים (פורחים) באויר
4024,"['with regard to', 'regarding', 'in respect of']",בנוגע
4025,['comfortably'],בנוח
4026,"['built', 'built of', 'made up of', 'consists of', 'constructed']",בנוי
4027,"['building', 'development']",בנוי
4028,['(pharmacology) benzodiazepines'],בנזודיאזפינים
4029,"['petrol', 'gasoline']",בנזין
4030,['benzene'],בנזן
4031,['Bantu (languages)'],בנטו
4032,['Benny (name)'],בני
4033,"['People of Israel', 'Jewish nation', 'Bnei Israel ( Indian Jewish sect)']",בני ישראל
4034,"['building', 'erection', 'construction', 'assembly']",בניה
4035,['status of being a son or daughter'],בניות
4036,"['(Aramaic) calmly', 'quietly', 'tranquilly']",בניחותא
4037,['Binyamin (also: Benjamin) (Hebrew name)'],בנימין
4038,"['Binyamin', 'Benjamin (one of the twelve tribes of Israel)']",בנימין
4039,"['building', '(grammar) verbal stem', 'conjugation']",בנין
4040,['banal'],בנלי
4041,['banality'],בנליות
4042,"['existing', 'present', 'extant']",בנמצא
4043,['banana'],בננה
4044,"['separately', 'individually']",בנפרד
4045,['Benzion (also: Bentziyon) (Hebrew name)'],בנציון
4046,"['bank (noun)', 'kitty (games)']",בנק
4047,['blood bank'],בנק הדם
4048,['banking'],בנקאות
4049,"['banker', 'bank owner']",בנקאי
4050,"['bank', 'related to banking']",בנקאי
4051,['banquet'],בנקט
4052,"['easily', 'effortlessly']",בנקל
4053,['banknote'],בנקנוט
4054,['(internet) banner'],בנר
4055,"['bass (voice)', 'double bass', 'bass guitar', '(slang) low notes', 'bass notes']",בס
4056,"['all right', 'O.K.']",בסדר
4057,"['intoxication', 'tipsiness', 'inebriation']",בסום
4058,['bassoon'],בסון
4059,"['establishment', 'strengthening', 'support', 'essence']",בסוס
4060,"['(colloquial) finally', 'at long last', 'in the long run', 'ultimately', 'eventually', 'לבסוף - in the end', 'finally']",בסוף
4061,['Bastille'],בסטיליה
4062,"['wholesale', '(slang) wildly', 'willy-nilly']",בסיטונות
4063,"['basis', 'foundation', '(military) base', 'base']",בסיס
4064,['(computing) database'],בסיס [מסד] נתונים
4065,['bassist'],בסיסט
4066,"['basic', 'prime', 'major', 'central', '(chemistry) basic']",בסיסי
4067,"['basicity', 'centrality', '(chemistry) basicity']",בסיסיות
4068,"['basically', 'in essence']",בסיסית
4069,"['to the value of', 'costing', 'amounting to']",בסך
4070,"['(biblical) as a group', 'together']",בסך
4071,['nearby'],בסמוך
4072,['to be based'],בסס
4073,"['to base', 'to strengthen', 'to establish']",בסס
4074,['(medicine) alkalosis'],בססת
4075,['Basque'],בסקי
4076,['Basque (person)'],בסקי
4077,['Basque (language)'],בסקית
4078,['unripe fruit'],בסר
4079,"['immature', 'unripe']",בסרי
4080,"['unripeness', 'being immature']",בסריות
4081,"['garden', 'orchard']",בסתן
4082,"['secretly', 'surreptitiously', 'clandestinely']",בסתר
4083,"['bubbling', 'frothing', 'fizzing']",בעבוע
4084,"['for the sake of', 'for', 'in return']",בעבור
4085,"['to make bubble', 'to bubble up', 'to froth', 'to fizz']",בעבע
4086,"['to make bubble', 'to bubble up', 'to froth', 'to fizz']",בעבע
4087,"['for', 'in favor of', 'in agreement with', 'siding with', 'for the sake of', '(literary) through', 'via']",בעד
4088,"['while', 'while at the same time', 'concurrently']",בעוד
4089,"['in time', 'before it is too late']",בעוד מועד
4090,"['(talmudic, Jewish law) non-virgin woman', '(biblical) married woman']",בעולה
4091,"['elimination', 'destruction', 'extermination', '(military) mopping up']",בעור
4092,"['terror', 'horror']",בעות
4093,['Boaz (Hebrew name)'],בעז
4094,"['with', 'by', 'through', 'with the assistance of']",בעזרת
4095,"[""with God's help""]",בעזרת ה' [השם] (יתברך)
4096,"['to kick', 'to reject', 'to spurn', 'to rebuff']",בעט
4097,"['(literary) because of', 'as a result of']",בעטי
4098,"['kicker', 'rebel', 'dissenter', 'nonconformist']",בעטן
4099,['tends to kick'],בעטני
4100,['problem'],בעיה
4101,"['kick (noun)', 'spurning', 'rejection']",בעיטה
4102,"['(football) penalty kick', '11-meter kick']",בעיטת אחד עשר
4103,"['coitus', 'sexual intercourse']",בעילה
4104,"['actually', 'in real fact', 'in kind', 'in lieu of money']",בעין
4105,"['flammable', 'inflammable']",בעיר
4106,"['burning', 'consumption by fire']",בעירה
4107,"['complicated', 'problematic', 'difficult']",בעיתי
4108,"['difficulty', 'problematicalness']",בעיתיות
4109,"['owner', 'possessor', 'possessed of', 'having']",בעל
4110,['husband'],בעל
4111,['watered by rain'],בעל
4112,['Baal (Canaanite god)'],בעל
4113,['to have intercourse'],בעל
4114,['Beelzebub (Philistine god)'],בעל זבוב
4115,"['living thing', 'animal']",בעל חיים
4116,"['by heart', 'orally']",בעל-פה
4117,['anonymously'],בעלום שם
4118,"['ownership', 'proprietary right', 'title']",בעלות
4119,"['clearly', 'expressly', 'patently']",בעליל
4120,['owner'],בעלים
4121,"['(Aramaic) mere', 'unintentional', 'insignificant']",בעלמא
4122,"['(slang) up to date', 'with it', ""aware of what's going on""]",בענינים
4123,"['(colloquial) in seventh heaven', 'overjoyed']",בעננים
4124,"['during', 'in the course of', 'at its peak', 'at its climax']",בעצום
4125,"['slowly', 'ponderously', 'sluggishly']",בעצלתים
4126,"['in fact', 'as a matter of fact', 'actually', 'at the height of', 'in the middle of', 'at the very moment of']",בעצם
4127,"[""on someone's track"", ""in someone's footsteps"", 'as a result of', 'consequent upon', 'following', 'following the example of', 'in the style of', 'following']",בעקבות
4128,"['indirectly', 'obliquely', 'circuitously', 'in a roundabout way']",בעקיפין
4129,"['especially', 'particularly']",בעקר
4130,['to burn'],בער
4131,"['to be removed', 'to be destroyed']",בער
4132,"['(flowery) ignoramus', 'boor', '(biblical) fool', 'idiot', 'dimwit']",בער
4133,"['to exterminate', 'to destroy completely', '(military) to mop up']",בער
4134,['burning'],בערה
4135,"['ignorance', 'lack of knowledge']",בערות
4136,"['approximately', 'roughly', 'about', 'more or less', 'roughly']",בערך
4137,['phobia'],בעת
4138,"['panic', 'terror', 'dread']",בעתה
4139,['potentially'],בפוטנציה
4140,['Baptist'],בפטיסט
4141,['baptistic'],בפטיסטי
4142,['baptistry'],בפטיסטריום
4143,['Baffin island'],בפין
4144,"['openly', 'publicly', 'in public']",בפמבי
4145,"['in the presence of', 'facing', 'up against', 'stand up against', 'face']",בפני
4146,"['inside', '(colloquial) internally', 'inside oneself', '(slang) in jail']",בפנים
4147,"['in actual fact', 'really', 'in practice']",בפעל
4148,['acting (temporary duty)'],בפעל
4149,['(computing) buffer'],בפר
4150,"['publicly', 'openly', 'in public']",בפרהסיה
4151,['in detail'],בפרוטרוט
4152,"['clearly', 'explicitly', 'expressly']",בפרוש
4153,"['in particular', 'especially']",בפרט
4154,['(rare form) in detail'],בפרטות
4155,"['mud', '(colloquial) muck', 'trouble']",בץ
4156,"['poking out', 'sprouting']",בצבוץ
4157,"['to poke out', 'to sprout', 'to burst forth']",בצבץ
4158,"['alongside', 'next to', 'side by side', 'concurrently', 'in tandem', 'בצידו - involves', 'associated with', 'accompanied by']",בצד
4159,"['swamp', 'mess', 'quagmire', 'morass']",בצה
4160,['sludge'],בצה
4161,"['implementation', 'execution', 'carrying out', 'performance']",בצוע
4162,['sliced (refers to bread)'],בצוע
4163,"['executive  related to implementation', 'carrying out']",בצועי
4164,"['(colloquial) achiever', 'go-getter']",בצוען
4165,"['fortified', 'strengthened', 'protected']",בצור
4166,['picked (refers to grapes)'],בצור
4167,"['fortification', 'reinforcement', 'support (noun)', 'backing', 'ביצורים - fortifications']",בצור
4168,"['with someone', 'in a group', 'together', 'as a team']",בצותא
4169,['bacillus (type of bacterium)'],בצילוס
4170,"['grape harvest', 'harvested grapes']",בציר
4171,"['onion', '(botany) tuber']",בצל
4172,['Bezalel (Hebrew name)'],בצלאל
4173,"['bulbil', 'small bulb', 'small onion', 'shallot']",בצלצול
4174,"['small onion', 'pickling onion']",בצלצל
4175,"['frugally', 'thriftily', 'barely', 'hardly']",בצמצום
4176,"['to implement', 'to carry out', 'to implement', 'to execute', 'to perform']",בצע
4177,"['to be done', 'to be carried out', 'to be executed']",בצע
4178,"['profit', 'gain', 'lucre (often gained nefariously)']",בצע
4179,['to slice (bread)'],בצע
4180,"['(slang, nonstandard form) school']",בצפר
4181,['dough'],בצק
4182,"['swollen', 'edematous']",בצק
4183,"['flaky pastry', 'puff pastry']",בצק עלים
4184,"['doughy', 'dough-like']",בצקי
4185,"['swollen', 'edematous (refers to part of body)']",בצקי
4186,['(medicine) edema'],בצקת
4187,"['swollen', 'edematous (refers to part of body)']",בצקתי
4188,"['to fortify', 'to defend', 'to strengthen', 'to base']",בצר
4189,['to be fortified'],בצר
4190,['ore'],בצר
4191,['to pick grapes'],בצר
4192,['Basra (city in Iraq)'],בצרה
4193,['drought'],בצרת
4194,"['swampy', 'swampish']",בצתי
4195,"['bottle', 'בקבוקים - (slang) curls']",בקבוק
4196,['bottling'],בקבוק
4197,"['small bottle', 'flask']",בקבוקון
4198,['to bottle'],בקבק
4199,['to be bottled'],בקבק
4200,['Baku (capital of Azerbaijan)'],בקו
4201,['as the crow flies'],בקו אוירי
4202,"['cleaving', 'splitting', 'cutting up', 'cracking', '(physics) cleavage', 'splitting']",בקוע
4203,"['cracked', 'split', 'cloven']",בקוע
4204,['visit (noun)'],בקור
4205,"['demand (noun)', 'quest', 'search (noun)']",בקוש
4206,"['(colloquial) on a small scale', '(slang) בקטנה - nothing much', 'no biggy']",בקטן
4207,['bacterial'],בקטריאלי
4208,['bacteria'],בקטריה
4209,['bacteriologist'],בקטריולוג
4210,['bacteriologic'],בקטריולוגי
4211,['bacteriology'],בקטריולוגיה
4212,"['expert', 'knowledgeable', 'proficient']",בקי
4213,"['expert', 'knowledgeable', 'proficient']",בקיא
4214,"['expertise', 'knowledge', 'familiarity']",בקיאות
4215,['vetch (plant)'],בקיה
4216,"['crack', 'breach', 'cleft', 'בקיעים - breaches', 'rifts', 'dissentions']",בקיע
4217,"['able to be split', 'fissionable']",בקיע
4218,"['eruption', 'venting', 'emergence']",בקיעה
4219,"['hake', 'cod (fish)']",בקלה
4220,['baklava'],בקלוה
4221,['(trademark)  Bakelite'],בקליט
4222,"['on a large scale', 'massively']",בקנה מדה גדול
4223,"['on a small scale', 'in miniature']",בקנה מדה קטן
4224,"['to erupt', 'to emerge', 'to break through', '(literary) to split', 'to rend asunder', 'to split', 'to cleave', 'to crack']",בקע
4225,"['crack', 'split (noun)', '(geology) graben', 'rift', 'hernia']",בקע
4226,"['to cleave', 'to split', 'to chop', '(physics) to fission']",בקע
4227,"['to be cleaved', 'to be split', 'to be chopped']",בקע
4228,['valley'],בקעה
4229,"['punctiliously', 'accurately', 'impeccably']",בקפידה
4230,"['briefly', 'concisely', 'in short', 'in a nutshell']",בקצור
4231,"['briefly', 'concisely']",בקצרה
4232,"['(biblical) to empty', 'to remove', 'to destroy']",בקק
4233,"['morning', 'הבוקר - this morning']",בקר
4234,"['to be examined', 'to be criticized']",בקר
4235,['to be visited'],בקר
4236,['to visit'],בקר
4237,['to criticize'],בקר
4238,"['cattle', 'beef', '(zoology) bovid']",בקר
4239,"['inspector', 'supervisor', 'controller']",בקר
4240,['(music) natural'],בקר
4241,"['""Good morning""']",בקר טוב
4242,"[""You don't say! (sarcastic)"", 'Where have you been? (sarcastic)', 'Wake up and smell the coffee (sarcastic)']",בקר טוב אליהו
4243,"['among', 'amidst', 'internally', 'in himself']",בקרב
4244,"['inspection', 'supervision', 'control']",בקרה
4245,"['approximately', 'roughly']",בקרוב
4246,"['soon', 'shortly', '(colloquial) film preview', 'trailer']",בקרוב
4247,['criticality'],בקרנות
4248,"['fault finding', 'nit-picking']",בקרני
4249,"['criticism', 'critique', 'inspection', '(colloquial) ticket stub']",בקרת
4250,['critical'],בקרתי
4251,"['criticality', 'being critical']",בקרתיות
4252,"['to ask', 'to request', 'to demand', '(flowery) to want', 'to crave', '(literary) to seek']",בקש
4253,"['to be asked', 'to be requested', 'to be wanted']",בקש
4254,"['request (noun)', 'בבקשה - please']",בקשה
4255,"['with difficulty', '(colloquial) barely', 'hardly']",בקשי
4256,['(slang) bribe (noun)'],בקשיש
4257,"['in regard to', 'with respect to', 'in connection with', 'related to']",בקשר
4258,['hut'],בקתה
4259,['bar (place to drink)'],בר
4260,['(literary) grain'],בר
4261,"['(flowery) pure', 'clean']",בר
4262,['wild (as in wild flowers)'],בר
4263,"['(Aramaic) able to ...', 'capable of ...', 'fit to …', '(Aramaic) son']",בר
4264,['(meteorology) bar'],בר
4265,['(Aramaic) outside (only in collocations)'],בר
4266,"['(Aramaic) deceased person', '(colloquial) heaven forfend! God forbid!']",בר מנן
4267,"['(Jewish ritual) a boy who has reached the age of 13', '(colloquial) (Jewish ritual) Bar Mitzvah', ""the ceremony and festivities surrounding the celebration of a boy's 13th birthday""]",בר מצוה
4268,"['feasible', 'attainable', 'viable']",בר-בצוע
4269,"['practicable', 'feasible']",בר-ישום
4270,"['lucky', 'fortunate']",בר-מזל
4271,"['(Aramaic) authority', 'expert']",בר-סמכא
4272,"['to create', 'הבורא - Creator (God)']",ברא
4273,"['to deforest', 'to cut down trees']",ברא
4274,"['to be deforested', 'to be cut down (trees)']",ברא
4275,['bravo'],בראוו
4276,['browsing (Internet)'],בראוזינג
4277,['browser (internet)'],בראוזר
