,Gmatria Value,English,Hebrew
3374,355,"['God', 'creator of the universe']",בורא עולם
3375,266,['bourbon'],בורבון
3376,281,['Burgundy'],בורגונדי
3377,281,['Burgundy (dark red color)'],בורגונדי
3378,667,['bourgeoisie'],בורגנות
3379,271,['bourgeois  (person)'],בורגני
3380,271,['bourgeois'],בורגני
3381,218,"['Bordeaux (wine)', 'bourdeaux (color)']",בורדו
3382,218,['Bourdeaux (city)'],בורדו
3383,264,['(chemistry) boron'],בורון
3384,278,['Burundi'],בורונדי
3385,614,"['ignorance', 'illiteracy']",בורות
3386,216,"['fugitive', 'escapee']",בורח
3387,266,['escapist'],בורחן
3388,672,['escapism'],בורחנות
3389,218,['Boer (person)'],בורי
3390,218,['mullet (fish)'],בורי
3391,218,['boron'],בורי
3392,218,['Boer'],בורי
3393,223,['Bavaria'],בוריה
3394,403,['burlesque'],בורלסקה
3395,253,['Burma'],בורמה
3396,265,['Burmese (person)'],בורמזי
3397,265,"['Burmese', 'of Burma']",בורמזי
3398,665,['Burmese (language)'],בורמזית
3399,265,['Borneo'],בורנאו
3400,279,['related to the stock market'],בורסאי
3401,273,['stock market'],בורסה
3402,308,"['glittering', 'shiny', 'sparkling']",בורק
3403,313,['burqa'],בורקה
3404,368,['(Ladino) burekas - filled pastry'],בורקס
3405,368,['borax'],בורקס
3406,408,"['arbitrator', 'sorter']",בורר
3407,814,['arbitration'],בוררות
3408,517,['borscht'],בורשט
3409,313,"['shame', 'embarrassment']",בושה
3410,338,['bushel'],בושל
3411,408,['Bushman (person)'],בושמני
3412,408,['Bushman'],בושמני
3413,808,['Bushman (language)'],בושמנית
3414,608,"['to be late', ""to drag one's feet""]",בושש
3415,9,"['to despise', 'to scorn']",בז
3416,9,['falcon'],בז
3417,9,"['(biblical) booty', 'spoils']",בז
3418,9,"['to despise', 'to scorn']",בז
3419,9,"['to despise', 'to scorn']",בז
3420,9,"['to despise', 'to scorn']",בז
3421,9,"['to despise', 'to scorn']",בז
3422,210,['bazaar'],בזאר
3423,24,"['waste (noun)', 'בזבוזים - (colloquial) spending money', 'pocket money']",בזבוז
3424,24,['serin (bird)'],בזבוז
3425,18,"['to squander', 'to waste money', 'to waste']",בזבז
3426,18,"['to be wasted', 'to be frittered away']",בזבז
3427,68,"['squanderer', 'lavish spender']",בזבזן
3428,474,"['squandering', 'wasting money']",בזבזנות
3429,78,"['squandering', 'wasteful']",בזבזני
3430,14,"['to humiliate', 'to chasten', 'to put down']",בזה
3431,14,"['to be despised', 'to be subject to contempt']",בזה
3432,14,"['plundering', 'looting', 'ransacking']",בזה
3433,22,"['plundered', 'looted', 'robbed']",בזוז
3434,25,"['despised', 'worthy of contempt']",בזוי
3435,25,"['humiliation', 'mortification', 'debasement']",בזוי
3436,45,"['(colloquial) cheaply', 'at a good price', 'on sale']",בזול
3437,115,['sprinkled'],בזוק
3438,120,['bazooka'],בזוקה
3439,215,['decentralization'],בזור
3440,415,['(rare) abjection'],בזות
3441,16,"['to loot', 'to plunder']",בזז
3442,75,"['shame', 'humiliation', 'disgrace']",בזיון
3443,921,['contempt of court'],בזיון בית המשפט
3444,85,"['embarrassing', 'contemptible', 'despicable']",בזיוני
3445,31,"['looting', 'plundering']",בזיזה
3446,39,"['(Talmudic) vessel', 'cornet']",בזיך
3447,164,['basilica'],בזיליקה
3448,205,['basil'],בזיליקום
3449,124,['sprinkling'],בזיקה
3450,219,['falconer'],בזיר
3451,625,['falconry'],בזירות
3452,435,"['thanks to ...', 'in favor of']",בזכות
3453,39,['Basle'],בזל
3454,439,['basalt'],בזלת
3455,449,['basaltic'],בזלתי
3456,109,['(formal) telecommunications'],בזק
3457,109,"['lightning', '(military) flash message']",בזק
3458,109,['to sprinkle'],בזק
3459,209,"['to decentralize', 'to disperse']",בזר
3460,12,"['within it', 'intrinsically', 'as part of it']",בחב
3461,66,"['(archaic) tested', 'proven', 'accurate']",בחון
3462,66,"['probe', 'tester']",בחון
3463,106,"['outside', 'externally', 'on the outside']",בחוץ
3464,216,"['young man', 'youth', '(colloquial) male partner']",בחור
3465,216,"['(biblical) choice', 'top quality', 'best', 'chosen']",בחור
3466,221,"['young lady', 'lass', 'maiden']",בחורה
3467,272,"['young lad', 'stripling']",בחורון
3468,666,['young lass'],בחורנת
3469,316,"['stirred', 'mixed']",בחוש
3470,122,"['strongly', 'forcefully', 'determinedly', 'vigorously', 'convincingly']",בחזקה
3471,517,"['taken to be', 'assumed to be', 'in the state of']",בחזקת
3472,222,"['on the way back', 'back to...', 'again', 'another time', '(colloquial) in return', 'back']",בחזרה
3473,99,"['hastily', 'in a hurry', 'momentarily']",בחטף
3474,28,"['positively', 'in a positive light']",בחיוב
3475,55,['nausea'],בחילה
3476,75,"['point of view', 'aspect', 'מבחינתו - as far as he is concerned', 'from his point view']",בחינה
3477,75,"['examination', 'inquiry', 'investigation']",בחינה
3478,470,"['(scholarly) as', 'in terms of', 'in the sense of']",בחינת
3479,220,"['select', 'chosen', 'elite']",בחיר
3480,225,"['choice', 'election', 'בחירות - elections']",בחירה
3481,626,['elections'],בחירות
3482,325,"['stirring', '(slang) interference', 'meddling', 'intervention']",בחישה
3483,40,"['to despise', 'to loathe']",בחל
3484,60,"['to examine', 'to test', 'to investigate', 'to test']",בחן
3485,60,"['test (noun)', 'criterion']",בחן
3486,60,['(rare) watch tower'],בחן
3487,102,"['hastily', 'hurriedly']",בחפזה
3488,806,"['freely', 'unhindered']",בחפשיות
3489,210,"['to choose', 'to select', 'to pick', 'to prefer', 'to appoint']",בחר
3490,616,['adolescence'],בחרות
3491,270,['Bahrain'],בחרין
3492,280,['Bahraini (person)'],בחריני
3493,280,['Bahraini'],בחריני
3494,310,"['to stir', 'to mix', '(slang) to interfere', 'to meddle', 'to intervene']",בחש
3495,1160,"[""to meddle in other's affairs""]",בחש בקדרה (של אחר)
3496,321,"['secretly', 'stealthily']",בחשאי
3497,315,['wooden spoon for stirring food'],בחשה
3498,360,"['interferer', 'meddler', 'stirrer']",בחשן
3499,12,"['to pronounce', 'to articulate', 'to utter', 'to express']",בטא
3500,12,['Beta (second letter of Greek alphabet)'],בטא
3501,12,"['to be expressed', 'to be stated']",בטא
3502,68,"['journal', 'mouthpiece', 'organ']",בטאון
3503,25,"['certain', 'definite', 'safe', 'secure', 'for sure']",בטוח
3504,25,['insurance'],בטוח
3505,93,['life insurance'],בטוח חיים
3506,30,"['collateral', 'security (for a loan)']",בטוחה
3507,431,"['(literary) confidently', 'unhesitatingly']",בטוחות
3508,35,['related to insurance'],בטוחי
3509,27,"['expression', 'saying', 'phrase', 'idiom']",בטוי
3510,47,"['cancellation', 'abolition', 'annulment', 'בביטול - scornfully', 'derisively']",בטול
3511,67,['concrete (noun)'],בטון
3512,67,['concreting'],בטון
3513,174,['reinforced concrete'],בטון מזין
3514,76,"['(colloquial) concrete barricade', 'concrete block']",בטונדה
3515,19,"['(colloquial) for sure', 'definitely', 'it has to be', '(colloquial) sure', 'of course', 'naturally', 'it goes without saying', '(colloquial) for sure (sarcastic)', 'when pigs fly', '(colloquial) no way! fat chance!', 'לבטח - for sure', 'definitely', 'it has to be']",בטח
3516,19,"['to rely on', 'to depend on', 'to have faith in']",בטח
3517,19,"['(biblical) peacefully', 'securely', 'tranquilly']",בטח
3518,19,['to insure'],בטח
3519,19,['to be insured'],בטח
3520,24,"['security', 'tranquillity', 'peace', '', 'certainty']",בטחה
3521,75,"['confidence', 'faith', 'certainty', 'safety', 'security', 'בטחונות - collateral', 'security (for a loan)']",בטחון
3522,285,['self confidence'],בטחון עצמי
3523,85,['security'],בטחוני
3524,25,"['sweet potato', 'batata']",בטטה
3525,21,['Betty (name)'],בטי
3526,29,"['(Arabic) (slang) nothing', 'sweet Fanny Adams (SFA)']",בטיח
3527,435,['safety'],בטיחות
3528,445,['safety'],בטיחותי
3529,90,['batiste'],בטיסט
3530,121,['batik'],בטיק
3531,326,"['(literary) kicking', 'trampling']",בטישה
3532,41,"['to cancel', 'to annul', 'to abolish', 'to neutralize', 'to abrogate']",בטל
3533,41,"['to be cancelled', 'to be nullified']",בטל
3534,41,"['worthless', 'valueless', 'invalid', 'not valid', 'void']",בטל
3535,41,"['(literary) to cease to exist', 'revoke', 'to lie idle']",בטל
3536,41,['(literary) unemployed'],בטל
3537,41,"['idly', 'aimlessly', 'purposelessly']",בטל
3538,46,"['idleness', 'inactivity', 'inaction', 'לבטלה - in vain', 'for nothing']",בטלה
3539,447,['(literary) non-validity'],בטלות
3540,107,['battalion'],בטליון
3541,91,"['idler', 'good-for-nothing', 'loafer', 'no-hoper', ""ne'er do well""]",בטלן
3542,497,"['idleness', 'laziness', 'ineffectuality']",בטלנות
3543,101,"['ineffectual', 'negligent', 'careless']",בטלני
3544,61,['peanut'],בטן
3545,61,"['abdomen', 'belly', 'stomach', 'interior', 'bowels']",בטן
3546,61,['to concrete'],בטן
3547,66,"['pistachio (tree)', 'peanut']",בטנה
3548,66,['lining (of clothing)'],בטנה
3549,117,['double bass'],בטנון
3550,127,['bellied'],בטנוני
3551,71,['abdominal'],בטני
3552,226,"['battery', 'accumulator']",בטריה
3553,251,"['(literary) prior to', 'before']",בטרם
3554,311,"['(literary, rare form) to kick', 'to trample']",בטש
3555,12,['bi-'],בי
3556,12,"['(colloquial) Bye', 'Be seeing you']",בי
3557,24,['(slang) bye bye'],בי בי
3558,18,"['coming', '(euphemism) sexual intercourse', 'coitus', '(literary) entrance hall']",ביאה
3559,98,['biennial'],ביאנלה
3560,821,['coming of the Messiah'],ביאת המשיח [הגואל]
3561,14,"['sewer', 'drain']",ביב
3562,100,['bebop'],ביבופ
3563,24,['baby'],ביבי
3564,72,['baby boom'],ביבי בום
3565,303,['babysitter'],ביביסיטר
3566,59,['Bible'],ביבליה
3567,60,['biblio-'],ביבליו
3568,343,['bibliographer'],ביבליוגרף
3569,353,['bibliographical'],ביבליוגרפי
3570,358,['bibliography'],ביבליוגרפיה
3571,755,['(psychology) bibliotherapy'],ביבליותרפיה
3572,214,"['(archaic) zoo', 'menagerie']",ביבר
3573,214,['beaver'],ביבר
3574,67,['Big Ben'],ביג בן
3575,45,['bagel'],ביגל
3576,45,['beagle'],ביגל
3577,50,"['bagel', 'pretzel sticks']",ביגלה
3578,70,['bigamy'],ביגמיה
3579,134,['bigamist'],ביגמיסט
3580,16,"['(biblical) by means of', 'through', 'via']",ביד
3581,261,"['aggressively', '(biblical) courageously', 'fearlessly']",ביד רמה
3582,21,['bidet'],בידה
3583,26,"['isolation', 'solitary confinement']",בידוד
3584,26,"['in the hands of', 'in the care of']",בידי
3585,86,"['knowing', 'being aware']",בידע
3586,292,['behaviorism'],ביהביוריזם
3587,314,['behaviorist'],ביהביוריסט
3588,324,['behavioristic'],ביהביוריסטי
3589,18,['bio-'],ביו
3590,529,['bioinformatics'],ביואינפורמטיקה
3591,150,['bioactive'],ביואקטיבי
3592,20,"['sewage', 'sewerage']",ביוב
3593,90,['biogenetic'],ביוגנטי
3594,81,['biogenic'],ביוגני
3595,301,['biographer'],ביוגרף
3596,311,['biographical'],ביוגרפי
3597,316,['biography'],ביוגרפיה
3598,152,"['knowing full well', 'consciously', 'wittingly', 'intentionally', 'on purpose']",ביודעין
3599,32,['(biology) biota'],ביוטה
3600,113,['biotope'],ביוטופ
3601,37,['(ecology) biotic'],ביוטי
3602,152,['biotechnological'],ביוטכנולוגי
3603,157,['biotechnology'],ביוטכנולוגיה
3604,98,['biochemical'],ביוכימי
3605,103,['biochemistry'],ביוכימיה
3606,48,"['stamping', 'imprinting']",ביול
3607,57,['biologist'],ביולוג
3608,67,['biological'],ביולוגי
3609,72,['biology'],ביולוגיה
3610,58,"['staging', 'stage-managing']",ביום
3611,58,['(ecology) biome'],ביום
3612,277,['biometric'],ביומטרי
3613,282,['biometry'],ביומטריה
3614,232,"['biomimetics', 'biomimicry']",ביומימטיקה
3615,243,['biomechanics'],ביומכניקה
3616,123,['biomass'],ביומסה
3617,68,"['spying', 'intelligence service', '(mathematics) interpolation']",ביון
3618,68,['(mathematics) interpolation'],ביון
3619,78,['bionic'],ביוני
3620,78,['bionic'],ביוני
3621,183,['bionics'],ביוניקה
3622,363,['(ecology) biosphere'],ביוספרה
3623,214,['biofeedback'],ביופידבק
3624,230,['biophysics'],ביופיזיקה
3625,173,['biopsy'],ביופסיה
3626,108,['(biology) ovulation'],ביוץ
3627,533,['bureaucrat'],ביורוקרט
3628,543,['bureaucratic'],ביורוקרטי
3629,548,"['bureaucracy', 'red tape']",ביורוקרטיה
3630,949,['bureaucracy'],ביורוקרטיות
3631,734,['biorhythm'],ביוריתמוס
3632,318,"['causing shame', 'embarrassing', 'humiliating', '(internet) shaming']",ביוש
3633,418,"['domestication', '(weaponry) homing', 'rooming-in (mother and child in hospital)']",ביות
3634,618,"['most', 'extremely', 'highly', 'very']",ביותר
3635,75,"['bison', 'buffalo', '(military, slang) beginner', 'tyro', 'greenhorn']",ביזון
3636,88,['Byzantine'],ביזנטי
3637,144,['Byzantium'],ביזנטיון
3638,148,['Byzantine'],ביזנטיני
3639,129,['(colloquial) business'],ביזנס
3640,159,['Byzantium'],ביזנץ
3641,219,['sexual perversion'],ביזר
3642,229,['bizarre'],ביזרי
3643,24,['together'],ביחד
3644,30,"['especially', 'particularly']",ביחוד
3645,80,"['concerning', 'with regard to', 'in respect of', 'compared with']",ביחס
3646,21,['(computing) bit'],ביט
3647,21,['(computing) byte'],ביט
3648,117,['bitumen'],ביטומן
3649,181,"['beatnik', '(colloquial) hippie']",ביטניק
3650,42,['to affix a stamp'],ביל
3651,42,"['to be stamped', 'to have a stamp affixed']",ביל
3652,51,['Bilbao'],בילבאו
3653,352,"['(zoology) bilharzia', 'schistosome']",בילהרציה
3654,329,['Belorussia (also: Belarus)'],בילורוסיה
3655,724,['Belorussian (language)'],בילורוסית
3656,291,['bilateral'],בילטרלי
3657,257,['billiards'],ביליארד
3658,108,['billion'],ביליון
3659,320,['bilirubin'],בילירובין
3660,52,"['to produce', 'to orchestrate', 'to stage']",בים
3661,52,"['to be staged', 'to be produced']",בים
3662,63,"['director (stage, theater)']",בימאי
3663,57,"['stage (noun)', 'forum', 'bimah (platform in synagogue for Torah reading)']",בימה
3664,462,['theatrical'],בימתי
3665,62,"['between', 'amongst', 'בינינו - between you and me', 'מבין - an expression to indicate one or several of a number of items']",בין
3666,62,['inter-'],בין
3667,62,['(mathematics) to interpolate'],בין
3668,447,['(flowery) at bay'],בין המצרים
3669,1113,"['twilight', 'dusk']",בין השמשות
3670,383,['interpersonal'],בינאישי
3671,71,['bingo'],בינגו
3672,67,"['understanding', 'sense', 'wisdom']",בינה
3673,67,"['(music) each of the spaces between staff lines', '(anatomy) mediastinum']",בינה
3674,335,['(computing) artificial intelligence'],בינה [אינטליגנציה
3675,108,['binomial (noun)'],בינום
3676,118,['binomial'],בינומי
3677,159,['binomial'],בינומיאלי
3678,128,"['medium', 'mediocre', '(colloquial) so-so', 'fair', 'middling']",בינוני
3679,128,['(grammar) participle'],בינוני
3680,534,"['mediocrity', 'ordinariness']",בינוניות
3681,468,"['(flowery) among', 'between', 'in the middle of']",בינות
3682,112,"['intermediate', 'middle']",בינים
3683,122,['medieval'],בינימי
3684,472,['barbel (fish)'],בינית
3685,143,['international'],בינלאמי
3686,549,['internationality'],בינלאמיות
3687,408,['inter-city'],בינעירוני
3688,272,"['(mathematics, computing) binary', 'double', 'composed of two parts']",בינרי
3689,526,['interdisciplinary'],בינתחומי
3690,512,"['in the meantime', 'meanwhile', '(colloquial) at present', 'for the moment']",בינתים
3691,72,"['(colloquial) bite of something', 'taste']",ביס
3692,110,['baseball'],ביסבול
3693,287,['bistro'],ביסטרו
3694,182,['(computing) BASIC (Beginners All-purpose Symbolic Instruction Code)'],ביסיק
3695,518,['bismuth'],ביסמות
3696,197,"['cookie', 'biscuit']",ביסקויט
3697,269,['bisexual (noun)'],ביסקסואל
3698,279,['bisexual'],ביסקסואלי
3699,685,"['bisexuality', '(biology) hermaphroditism', 'bisexuality']",ביסקסואליות
3700,162,"['rapidly', 'in the twinkling of an eye']",ביעף
